spawnId,enemyId,enemyCount,attackLevel,hpLevel,meatDropRate,meatDropCount,exp,,,플레이 타임 (초),몇 초당 한번 강화?,총 강화 횟수
stage_4,E_FriedRice_02,3,20,17,0,3,20,,,,,
stage_4,E_FriedRice_02,3,20,17,0.2,3,20,,,,,
stage_4,E_FriedRice_02,3,20,17,0,3,20,,,,,
stage_4,E_FriedRice_02,3,20,17,0,3,20,,,,,
stage_4,E_FriedRice_02,3,20,17,0.3,3,20,,,,,
stage_4,E_CrabCoconut_02,2,24,21,0,3,36,,,,,
stage_4,E_FriedRice_02,3,24,21,0.2,3,20,,,,,
stage_4,E_CrabCoconut_02,2,24,21,0,3,36,,,,,
stage_4,E_FriedRice_02,3,24,21,0,3,20,,,,,
stage_4,E_CrabCoconut_02,2,24,21,0.54,3,36,,,,,
stage_4,E_FriedRice_02,3,24,21,0,3,20,,,,,
stage_4,E_FriedRice_01,3,28,24,0,3,20,,,,,
stage_4,E_FriedRice_01,3,28,24,0.2,3,20,,,,,
stage_4,E_FriedRice_01,3,28,24,0,3,20,,,,,
stage_4,E_FriedRice_01,3,28,24,0,3,20,,,,,
stage_4,E_FriedRice_01,3,28,24,0.3,3,20,,,,,
stage_4,E_CrabCoconut_01,2,32,27,0,3,36,,,,,
stage_4,E_FriedRice_01,3,32,27,0.2,3,20,,,,,
stage_4,E_CrabCoconut_01,2,32,27,0,3,36,,,,,
stage_4,E_FriedRice_01,3,32,27,0,3,20,,,,,
stage_4,E_CrabCoconut_01,2,32,27,0.54,3,36,,,,,
stage_4,E_CrabCoconut_02,3,36,30,0,3,36,,,,,
stage_4,E_FriedRice_02,2,36,30,0.2,3,20,,,,,
stage_4,E_CrabCoconut_02,3,36,30,0,3,36,,,,,
stage_4,E_FriedRice_02,2,36,30,0,3,20,,,,,
stage_4,E_CrabCoconut_02,3,36,30,0.54,3,36,,,,,
stage_4,E_FriedRice_02,2,36,30,0,3,20,,,,,
stage_4,E_CaterpillarsMochi_Boss_01,1,20,28,0,3,0,,,,,
stage_5,E_CaterpillarsMochi_01,6,13,13,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,13,13,0.154,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,13,13,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,13,13,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,13,13,0.231,3,8,,,,,
stage_5,E_CrabCoconut_01,2,17,15,0,3,36,,,,,
stage_5,E_CrabCoconut_01,2,17,15,0.72,3,36,,,,,
stage_5,E_CrabCoconut_01,2,17,15,0,3,36,,,,,
stage_5,E_CrabCoconut_01,2,17,15,0,3,36,,,,,
stage_5,E_CrabCoconut_01,2,17,15,1.08,3,36,,,,,
stage_5,E_CaterpillarsMochi_02,6,22,19,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_02,6,22,19,0.077,3,8,,,,,
stage_5,E_CaterpillarsMochi_02,6,22,19,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_02,6,22,19,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_02,6,22,19,0.116,3,8,,,,,
stage_5,E_CrabCoconut_02,2,26,23,0,3,36,,,,,
stage_5,E_CrabCoconut_02,2,26,23,0.36,3,36,,,,,
stage_5,E_CrabCoconut_02,2,26,23,0,3,36,,,,,
stage_5,E_CrabCoconut_02,2,26,23,0,3,36,,,,,
stage_5,E_CrabCoconut_02,2,26,23,0.54,3,36,,,,,
stage_5,E_CaterpillarsMochi_01,6,30,26,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,30,26,0.077,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,30,26,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,30,26,0,3,8,,,,,
stage_5,E_CaterpillarsMochi_01,6,30,26,0.116,3,8,,,,,
stage_5,E_CrabCoconut_01,2,34,29,0,3,36,,,,,
stage_5,E_CrabCoconut_01,2,34,29,0.36,3,36,,,,,
stage_5,E_CrabCoconut_01,2,34,29,0,3,36,,,,,
stage_5,E_CrabCoconut_01,2,34,29,0,3,36,,,,,
stage_5,E_CrabCoconut_01,2,34,29,0.54,3,36,,,,,
stage_5,E_CrabCoconut_02,2,38,32,0,3,36,,,,,
stage_5,E_CrabCoconut_02,2,38,32,0.36,3,36,,,,,
stage_5,E_CrabCoconut_02,2,38,32,0,3,36,,,,,
stage_5,E_CrabCoconut_02,2,38,32,0,3,36,,,,,
stage_5,E_CrabCoconut_02,2,38,32,0.54,3,36,,,,,
stage_5,E_FriedRice_Boss_01,1,22,30,0,3,0,,,,,
stage_6,E_TurtleBread_01,3,16,16,0,3,24,,,,,
stage_6,E_CrabCoconut_01,2,16,16,0.72,3,36,,,,,
stage_6,E_TurtleBread_01,3,16,16,0,3,24,,,,,
stage_6,E_CrabCoconut_01,2,16,16,0,3,36,,,,,
stage_6,E_TurtleBread_01,3,16,16,0.72,3,24,,,,,
stage_6,E_CrabCoconut_01,2,20,18,0,3,36,,,,,
stage_6,E_TurtleBread_01,3,20,18,0.48,3,24,,,,,
stage_6,E_CrabCoconut_01,2,20,18,0,3,36,,,,,
stage_6,E_TurtleBread_01,3,20,18,0.72,3,24,,,,,
stage_6,E_CrabCoconut_01,2,20,18,0,3,36,,,,,
stage_6,E_TurtleBread_02,3,25,22,0,3,24,,,,,
stage_6,E_CrabCoconut_02,2,25,22,0.36,3,36,,,,,
stage_6,E_TurtleBread_02,3,25,22,0,3,24,,,,,
stage_6,E_CrabCoconut_02,2,25,22,0,3,36,,,,,
stage_6,E_TurtleBread_02,3,25,22,0.36,3,24,,,,,
stage_6,E_CrabCoconut_02,2,29,26,0,3,36,,,,,
stage_6,E_TurtleBread_02,3,29,26,0.24,3,24,,,,,
stage_6,E_CrabCoconut_02,2,29,26,0,3,36,,,,,
stage_6,E_TurtleBread_02,3,29,26,0,3,24,,,,,
stage_6,E_CrabCoconut_02,2,29,26,0.54,3,36,,,,,
stage_6,E_TurtleBread_01,3,33,29,0,3,24,,,,,
stage_6,E_CrabCoconut_01,2,33,29,0.36,3,36,,,,,
stage_6,E_TurtleBread_01,3,33,29,0,3,24,,,,,
stage_6,E_CrabCoconut_01,2,33,29,0,3,36,,,,,
stage_6,E_TurtleBread_01,3,33,29,0.36,3,24,,,,,
stage_6,E_CrabCoconut_01,2,37,32,0,3,36,,,,,
stage_6,E_TurtleBread_01,3,37,32,0.24,3,24,,,,,
stage_6,E_CrabCoconut_01,2,37,32,0,3,36,,,,,
stage_6,E_TurtleBread_01,2,37,32,0,3,24,,,,,
stage_6,E_CrabCoconut_01,2,37,32,0.54,3,36,,,,,
stage_6,E_TurtleBread_02,2,41,35,0,3,24,,,,,
stage_6,E_TurtleBread_02,2,41,35,0.24,3,24,,,,,
stage_6,E_TurtleBread_02,2,41,35,0,3,24,,,,,
stage_6,E_TurtleBread_02,2,41,35,0,3,24,,,,,
stage_6,E_TurtleBread_02,2,41,35,0.36,3,24,,,,,
stage_6,E_TurtleBread_Boss_01,1,25,33,0,3,0,,,,,
stage_7,E_CaterpillarsMochi_01,6,18,18,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,5,18,18,0.154,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,1,18,18,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,18,18,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,18,18,0.154,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,1,18,18,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,18,18,0,3,8,,,,,
stage_7,E_TurtleBread_01,2,22,20,0.48,3,24,,,,,
stage_7,E_TurtleBread_01,1,22,20,0,3,24,,,,,
stage_7,E_TurtleBread_01,3,22,20,0,3,24,,,,,
stage_7,E_TurtleBread_01,2,22,20,0.48,3,24,,,,,
stage_7,E_TurtleBread_01,1,22,20,0,3,24,,,,,
stage_7,E_TurtleBread_01,3,22,20,0,3,24,,,,,
stage_7,E_TurtleBread_01,2,22,20,0.48,3,24,,,,,
stage_7,E_TurtleBread_01,1,22,20,0,3,24,,,,,
stage_7,E_CaterpillarsMochi_02,6,27,24,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_02,6,27,24,0.077,3,8,,,,,
stage_7,E_CaterpillarsMochi_02,6,27,24,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_02,6,27,24,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_02,6,27,24,0.116,3,8,,,,,
stage_7,E_TurtleBread_02,3,31,28,0,3,24,,,,,
stage_7,E_TurtleBread_02,3,31,28,0.24,3,24,,,,,
stage_7,E_TurtleBread_02,3,31,28,0,3,24,,,,,
stage_7,E_TurtleBread_02,3,31,28,0,3,24,,,,,
stage_7,E_TurtleBread_02,3,31,28,0.36,3,24,,,,,
stage_7,E_CaterpillarsMochi_01,6,35,31,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,35,31,0.077,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,35,31,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,35,31,0,3,8,,,,,
stage_7,E_CaterpillarsMochi_01,6,35,31,0.116,3,8,,,,,
stage_7,E_TurtleBread_01,3,39,34,0,3,24,,,,,
stage_7,E_TurtleBread_01,3,39,34,0.24,3,24,,,,,
stage_7,E_TurtleBread_01,3,39,34,0,3,24,,,,,
stage_7,E_TurtleBread_01,3,39,34,0,3,24,,,,,
stage_7,E_TurtleBread_01,3,39,34,0.36,3,24,,,,,
stage_7,E_TurtleBread_02,3,43,37,0,3,24,,,,,
stage_7,E_TurtleBread_02,3,43,37,0.24,3,24,,,,,
stage_7,E_TurtleBread_02,3,43,37,0,3,24,,,,,
stage_7,E_TurtleBread_02,3,43,37,0,3,24,,,,,
stage_7,E_TurtleBread_02,3,43,37,0.36,3,24,,,,,
stage_7,E_CaterpillarsMochi_Boss_01,1,27,35,0,3,0,,,,,
stage_8,E_TurtleBread_01,2,21,21,0,3,24,,,,,
stage_8,E_FriedRice_01,1,21,21,0,3,20,,,,,
stage_8,E_TurtleBread_01,2,21,21,0.48,3,24,,,,,
stage_8,E_FriedRice_01,1,21,21,0,3,20,,,,,
stage_8,E_TurtleBread_01,2,21,21,0,3,24,,,,,
stage_8,E_FriedRice_01,1,21,21,0,3,20,,,,,
stage_8,E_TurtleBread_01,2,21,21,0.72,3,24,,,,,
stage_8,E_FriedRice_01,1,21,21,0,3,20,,,,,
stage_8,E_TurtleBread_02,3,25,23,0,3,24,,,,,
stage_8,E_TurtleBread_02,3,25,23,0.48,3,24,,,,,
stage_8,E_TurtleBread_02,3,25,23,0,3,24,,,,,
stage_8,E_TurtleBread_02,3,25,23,0,3,24,,,,,
stage_8,E_TurtleBread_02,3,25,23,0.72,3,24,,,,,
stage_8,E_FriedRice_02,3,30,27,0,3,20,,,,,
stage_8,E_FriedRice_02,3,30,27,0.2,3,20,,,,,
stage_8,E_FriedRice_02,3,30,27,0,3,20,,,,,
stage_8,E_FriedRice_02,3,30,27,0,3,20,,,,,
stage_8,E_FriedRice_02,3,30,27,0.3,3,20,,,,,
stage_8,E_TurtleBread_01,2,34,31,0,3,24,,,,,
stage_8,E_FriedRice_01,1,34,31,0,3,20,,,,,
stage_8,E_TurtleBread_01,2,34,31,0.24,3,24,,,,,
stage_8,E_FriedRice_01,1,34,31,0,3,20,,,,,
stage_8,E_TurtleBread_01,2,34,31,0,3,24,,,,,
stage_8,E_FriedRice_01,1,34,31,0,3,20,,,,,
stage_8,E_TurtleBread_01,2,34,31,0.36,3,24,,,,,
stage_8,E_FriedRice_01,1,34,31,0,3,20,,,,,
stage_8,E_TurtleBread_02,3,38,34,0,3,24,,,,,
stage_8,E_TurtleBread_02,3,38,34,0.24,3,24,,,,,
stage_8,E_TurtleBread_02,3,38,34,0,3,24,,,,,
stage_8,E_TurtleBread_02,3,38,34,0,3,24,,,,,
stage_8,E_TurtleBread_02,3,38,34,0.36,3,24,,,,,
stage_8,E_FriedRice_02,3,42,37,0,3,20,,,,,
stage_8,E_FriedRice_02,3,42,37,0.2,3,20,,,,,
stage_8,E_FriedRice_02,3,42,37,0,3,20,,,,,
stage_8,E_FriedRice_02,3,42,37,0,3,20,,,,,
stage_8,E_FriedRice_02,3,42,37,0.3,3,20,,,,,
stage_8,E_TurtleBread_02,1,46,40,0,3,24,,,,,
stage_8,E_FriedRice_02,2,46,40,0,3,20,,,,,
stage_8,E_TurtleBread_02,1,46,40,0,3,24,,,,,
stage_8,E_FriedRice_02,2,46,40,0.2,3,20,,,,,
stage_8,E_TurtleBread_02,1,46,40,0,3,24,,,,,
stage_8,E_FriedRice_02,2,46,40,0,3,20,,,,,
stage_8,E_TurtleBread_02,1,46,40,0,3,24,,,,,
stage_8,E_FriedRice_02,2,46,40,0.3,3,20,,,,,
stage_8,E_TurtleBread_Boss_01,1,30,38,0,3,0,,,,,
stage_9,E_FriedRice_01,3,23,23,0,3,20,,,,,
stage_9,E_FriedRice_01,3,23,23,0.4,3,20,,,,,
stage_9,E_FriedRice_01,3,23,23,0,3,20,,,,,
stage_9,E_FriedRice_01,3,23,23,0,3,20,,,,,
stage_9,E_FriedRice_01,3,23,23,0.6,3,20,,,,,
stage_9,E_CrabCoconut_01,2,27,25,0,3,36,,,,,
stage_9,E_FriedRice_01,3,27,25,0.4,3,20,,,,,
stage_9,E_CrabCoconut_01,2,27,25,0,3,36,,,,,
stage_9,E_FriedRice_01,3,27,25,0,3,20,,,,,
stage_9,E_CrabCoconut_01,2,27,25,0,3,36,,,,,
stage_9,E_FriedRice_01,3,27,25,0.6,3,20,,,,,
stage_9,E_FriedRice_02,3,32,29,0,3,20,,,,,
stage_9,E_FriedRice_02,3,32,29,0.2,3,20,,,,,
stage_9,E_FriedRice_02,3,32,29,0,3,20,,,,,
stage_9,E_FriedRice_02,3,32,29,0,3,20,,,,,
stage_9,E_FriedRice_02,3,32,29,0.3,3,20,,,,,
stage_9,E_CrabCoconut_02,2,36,33,0,3,36,,,,,
stage_9,E_FriedRice_02,3,36,33,0.2,3,20,,,,,
stage_9,E_CrabCoconut_02,2,36,33,0,3,36,,,,,
stage_9,E_FriedRice_02,3,36,33,0,3,20,,,,,
stage_9,E_CrabCoconut_02,2,36,33,0.54,3,36,,,,,
stage_9,E_FriedRice_02,3,36,33,0,3,20,,,,,
stage_9,E_FriedRice_01,3,40,36,0,3,20,,,,,
stage_9,E_FriedRice_01,3,40,36,0.2,3,20,,,,,
stage_9,E_FriedRice_01,3,40,36,0,3,20,,,,,
stage_9,E_FriedRice_01,3,40,36,0,3,20,,,,,
stage_9,E_FriedRice_01,3,40,36,0.3,3,20,,,,,
stage_9,E_CrabCoconut_01,2,44,39,0,3,36,,,,,
stage_9,E_FriedRice_01,3,44,39,0.2,3,20,,,,,
stage_9,E_CrabCoconut_01,2,44,39,0,3,36,,,,,
stage_9,E_FriedRice_01,3,44,39,0,3,20,,,,,
stage_9,E_CrabCoconut_01,2,44,39,0.54,3,36,,,,,
stage_9,E_CrabCoconut_02,3,48,42,0,3,36,,,,,
stage_9,E_FriedRice_02,2,48,42,0.2,3,20,,,,,
stage_9,E_CrabCoconut_02,3,48,42,0,3,36,,,,,
stage_9,E_FriedRice_02,2,48,42,0,3,20,,,,,
stage_9,E_CrabCoconut_02,3,48,42,0.54,3,36,,,,,
stage_9,E_FriedRice_02,2,48,42,0,3,20,,,,,
stage_9,E_CaterpillarsMochi_Boss_01,1,32,40,0,3,0,,,,,
stage_10,E_CaterpillarsMochi_01,6,26,26,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,26,26,0.154,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,26,26,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,26,26,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,26,26,0.231,3,8,,,,,
stage_10,E_CrabCoconut_01,2,30,28,0,3,36,,,,,
stage_10,E_CrabCoconut_01,2,30,28,0.72,3,36,,,,,
stage_10,E_CrabCoconut_01,2,30,28,0,3,36,,,,,
stage_10,E_CrabCoconut_01,2,30,28,0,3,36,,,,,
stage_10,E_CrabCoconut_01,2,30,28,1.08,3,36,,,,,
stage_10,E_CaterpillarsMochi_02,6,35,32,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_02,6,35,32,0.077,3,8,,,,,
stage_10,E_CaterpillarsMochi_02,6,35,32,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_02,6,35,32,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_02,6,35,32,0.116,3,8,,,,,
stage_10,E_CrabCoconut_02,2,39,36,0,3,36,,,,,
stage_10,E_CrabCoconut_02,2,39,36,0.36,3,36,,,,,
stage_10,E_CrabCoconut_02,2,39,36,0,3,36,,,,,
stage_10,E_CrabCoconut_02,2,39,36,0,3,36,,,,,
stage_10,E_CrabCoconut_02,2,39,36,0.54,3,36,,,,,
stage_10,E_CaterpillarsMochi_01,6,43,39,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,43,39,0.077,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,43,39,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,43,39,0,3,8,,,,,
stage_10,E_CaterpillarsMochi_01,6,43,39,0.116,3,8,,,,,
stage_10,E_CrabCoconut_01,2,47,42,0,3,36,,,,,
stage_10,E_CrabCoconut_01,2,47,42,0.36,3,36,,,,,
stage_10,E_CrabCoconut_01,2,47,42,0,3,36,,,,,
stage_10,E_CrabCoconut_01,2,47,42,0,3,36,,,,,
stage_10,E_CrabCoconut_01,2,47,42,0.54,3,36,,,,,
stage_10,E_CrabCoconut_02,2,51,45,0,3,36,,,,,
stage_10,E_CrabCoconut_02,2,51,45,0.36,3,36,,,,,
stage_10,E_CrabCoconut_02,2,51,45,0,3,36,,,,,
stage_10,E_CrabCoconut_02,2,51,45,0,3,36,,,,,
stage_10,E_CrabCoconut_02,2,51,45,0.54,3,36,,,,,
stage_10,E_FriedRice_Boss_01,1,35,43,0,3,0,,,,,
stage_11,E_TurtleBread_01,3,28,28,0,3,24,,,,,
stage_11,E_CrabCoconut_01,2,28,28,0.72,3,36,,,,,
stage_11,E_TurtleBread_01,3,28,28,0,3,24,,,,,
stage_11,E_CrabCoconut_01,2,28,28,0,3,36,,,,,
stage_11,E_TurtleBread_01,3,28,28,0.72,3,24,,,,,
stage_11,E_CrabCoconut_01,2,32,30,0,3,36,,,,,
stage_11,E_TurtleBread_01,3,32,30,0.48,3,24,,,,,
stage_11,E_CrabCoconut_01,2,32,30,0,3,36,,,,,
stage_11,E_TurtleBread_01,3,32,30,0.72,3,24,,,,,
stage_11,E_CrabCoconut_01,2,32,30,0,3,36,,,,,
stage_11,E_TurtleBread_02,3,37,34,0,3,24,,,,,
stage_11,E_CrabCoconut_02,2,37,34,0.36,3,36,,,,,
stage_11,E_TurtleBread_02,3,37,34,0,3,24,,,,,
stage_11,E_CrabCoconut_02,2,37,34,0,3,36,,,,,
stage_11,E_TurtleBread_02,3,37,34,0.36,3,24,,,,,
stage_11,E_CrabCoconut_02,2,41,38,0,3,36,,,,,
stage_11,E_TurtleBread_02,3,41,38,0.24,3,24,,,,,
stage_11,E_CrabCoconut_02,2,41,38,0,3,36,,,,,
stage_11,E_TurtleBread_02,3,41,38,0,3,24,,,,,
stage_11,E_CrabCoconut_02,2,41,38,0.54,3,36,,,,,
