id,attackObjectId,isRanged,targetSideType,targetMin,targetMax,targetDetailType,actionVfxId,actionSfxId,damageVfxId,damageSfxId,cameraShakeId,damageParticlePointId,effectAreaMin,effectAreaMax,statusEffectType,abilityEffectValue,stringValues
AblEff_P_TeaForkShootEnergyDrink_G2_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[EnergyDrink;None;None;None;None],[1;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkShootEnergyDrink_G3_0,AO_P_TeaFork,TRUE,Enemy,0,3,Random1,-99999,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkShoot_0,SFX_Hit_TeaForkShoot_Puzzle_Game_Accent_Boing_03,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkShootEnergyDrink_G3_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[EnergyDrink;None;None;None;None],[2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkShootFreeze_G2_0,AO_P_TeaFork,TRUE,Enemy,0,3,Random1,-99999,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkShoot_0,SFX_Hit_TeaForkShoot_Puzzle_Game_Accent_Boing_03,-99999,Default,0,0,[Freeze;Damage;None;None;None],[1;1.2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkShootFreeze_G3_0,AO_P_TeaFork,TRUE,Enemy,0,3,Random1,-99999,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkShoot_0,SFX_Hit_TeaForkShoot_Puzzle_Game_Accent_Boing_03,-99999,Default,0,0,[Freeze;Damage;None;None;None],[1;1.2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkShootPlus_G2_0,AO_P_TeaFork,TRUE,Enemy,0,3,Random1,-99999,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkShoot_0,SFX_Hit_TeaForkShoot_Puzzle_Game_Accent_Boing_03,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkShootPlus_G3_0,AO_P_TeaFork,TRUE,Enemy,0,3,Random1,-99999,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkShoot_0,SFX_Hit_TeaForkShoot_Puzzle_Game_Accent_Boing_03,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDrop_G1_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMeat_G2_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMeat_G2_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[Meat;None;None;None;None],[2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMeat_G3_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMeat_G3_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[Meat;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropStickyJam_G2_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;StickyJam;None;None;None],[1.2;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropStickyJam_G3_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;StickyJam;None;None;None],[1.2;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMintCandy_G2_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMintCandy_G2_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[MintCandy;None;None;None;None],[2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMintCandy_G3_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.2;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropMintCandy_G3_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[MintCandy;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropPlus_G2_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_TeaForkDropPlus_G3_0,AO_P_TeaForkDrop,TRUE,Enemy,0,4,Random1,VFX_Action_TeaForkDrop_0,SFX_Ability_TeaforkShoot_knife_throw_01,VFX_Hit_Air_Light_TeaForkDrop_0,SFX_Hit_TeaForkDrop_Explainer_Video_UI_Button_Funny_1_Spring_Boing_Bow,-99999,Default,0,0,[Damage;None;None;None;None],[1.5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottle_G1_0,AO_P_JamBottle,TRUE,Enemy,0,2,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;StickyJam;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottle_G2_0,AO_P_JamBottle,TRUE,Enemy,0,3,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;StickyJam;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottle_G3_0,AO_P_JamBottle,TRUE,Enemy,0,4,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;StickyJam;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottleCoconutShield_G2_0,AO_P_JamBottle,TRUE,Enemy,0,2,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;StickyJam;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottleCoconutShield_G2_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[Shield;None;None;None;None],[1;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottleCoconutShield_G3_0,AO_P_JamBottle,TRUE,Enemy,0,3,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;StickyJam;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_JamBottleCoconutShield_G3_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[Shield;None;None;None;None],[1;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_FireBottle_G1_0,AO_P_FireBottle,TRUE,Enemy,0,2,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;BurningOil;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_FireBottle_G2_0,AO_P_FireBottle,TRUE,Enemy,0,3,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;BurningOil;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_FireBottle_G3_0,AO_P_FireBottle,TRUE,Enemy,0,4,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;BurningOil;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_FireBottlePlus_G2_0,AO_P_FireBottle,TRUE,Enemy,0,1,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;BurningOil;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_FireBottlePlus_G3_0,AO_P_FireBottle,TRUE,Enemy,0,2,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Damage;BurningOil;None;None;None],[1.5;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_IceBottle_G1_0,AO_P_IceBottle,TRUE,Enemy,0,2,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Freeze;Damage;None;None;None],[1;1.5;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_IceBottle_G2_0,AO_P_IceBottle,TRUE,Enemy,0,3,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Freeze;Damage;None;None;None],[1;1.5;0;0;0],[-99999;-99999;-99999;-99999;-99999]
