id,grade,mainIconId,subIconId,abilityNameText,abilityDescriptionText,animationName,skinType,skinName,abilityType,abilityEndTime,chainId,usablePositionMin,usablePositionMax,abilityEffectId
Abl_E_TurtleBread_01_Attack,1,-99999,-99999,-99999,[-99999;-99999;-99999],Attack,None,-99999,MainWeapon,0.866,XX_1,0,0,[AblEff_E_TurtleBread_01_Attack_0;AblEff_E_TurtleBread_01_Attack_0;AblEff_E_TurtleBread_01_Attack_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_E_TurtleBread_02_Attack,1,-99999,-99999,-99999,[-99999;-99999;-99999],Attack2,None,-99999,MainWeapon,1,XX_1,0,0,[AblEff_E_TurtleBread_02_Attack_0;AblEff_E_TurtleBread_02_Attack_0;AblEff_E_TurtleBread_02_Attack_1;AblEff_E_TurtleBread_02_Attack_0;AblEff_E_TurtleBread_02_Attack_0;AblEff_E_TurtleBread_02_Attack_1;-99999;-99999;-99999;-99999]
Abl_E_TurtleBread_Boss_01_Attack,1,-99999,-99999,-99999,[-99999;-99999;-99999],Attack,None,-99999,MainWeapon,1.333,XX_1,0,0,[AblEff_E_TurtleBread_Boss_01_Attack_0;AblEff_E_TurtleBread_Boss_01_Attack_0;AblEff_E_TurtleBread_Boss_01_Attack_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_E_TurtleBread_Boss_01_Skill,1,-99999,-99999,-99999,[-99999;-99999;-99999],Skill,None,-99999,MainWeapon,1,XX_1,0,0,[AblEff_E_TurtleBread_Boss_01_Skill_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_BasicAttack_G0,0,UI_Icon_Skill_P_BasicAttack,-99999,Ability/Name/Abl_P_BasicAttack_G0,[Ability/Exp/Abl_P_BasicAttack_G0;-99999;-99999],A_P_BasicAttack,None,-99999,BasicAttack,0.5,XX_1,0,0,[AblEff_P_BasicAttack_G0_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttack_G1,1,UI_Icon_Skill_P_LeapAttack,-99999,Ability/Name/Abl_P_LeapAttack_G1,[Ability/Exp/Abl_P_LeapAttack_G1;-99999;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_1,0,0,[AblEff_P_LeapAttack_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttackWide_G2,2,UI_Icon_Skill_P_LeapAttackWide,-99999,Ability/Name/Abl_P_LeapAttackWide_G2,[Ability/Exp/Abl_P_LeapAttackWide_G2;-99999;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_2,0,0,[AblEff_P_LeapAttackWide_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttackWide_G3,3,UI_Icon_Skill_P_LeapAttackWide,-99999,Ability/Name/Abl_P_LeapAttackWide_G3,[Ability/Exp/Abl_P_LeapAttackWide_G3;-99999;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_3,0,0,[AblEff_P_LeapAttackWide_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttackChili_G2,2,UI_Icon_Skill_P_LeapAttackChili,-99999,Ability/Name/Abl_P_LeapAttackChili_G2,[Ability/Exp/Abl_P_LeapAttackChili_G2;StatusEffect/NameExp/BombChili;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_2,0,0,[AblEff_P_LeapAttackChili_G2_0;AblEff_P_LeapAttackChili_G2_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttackChili_G3,3,UI_Icon_Skill_P_LeapAttackChili,-99999,Ability/Name/Abl_P_LeapAttackChili_G3,[Ability/Exp/Abl_P_LeapAttackChili_G3;StatusEffect/NameExp/BombChili;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_3,0,0,[AblEff_P_LeapAttackChili_G3_0;AblEff_P_LeapAttackChili_G3_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttackBurningOil_G2,2,UI_Icon_Skill_P_LeapAttackBurningOil,-99999,Ability/Name/Abl_P_LeapAttackBurningOil_G2,[Ability/Exp/Abl_P_LeapAttackBurningOil_G2;StatusEffect/NameExp/BurningOil;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_2,0,0,[AblEff_P_LeapAttackBurningOil_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_LeapAttackBurningOil_G3,3,UI_Icon_Skill_P_LeapAttackBurningOil,-99999,Ability/Name/Abl_P_LeapAttackBurningOil_G3,[Ability/Exp/Abl_P_LeapAttackBurningOil_G3;StatusEffect/NameExp/BurningOil;-99999],A_P_LeapAttack,None,-99999,MainWeapon,0.766,Right_3,0,0,[AblEff_P_LeapAttackBurningOil_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_Swing_G1,1,UI_Icon_Skill_P_Swing,-99999,Ability/Name/Abl_P_Swing_G1,[Ability/Exp/Abl_P_Swing_G1;-99999;-99999],A_P_Swing,None,-99999,MainWeapon,0.5,All_1,0,0,[AblEff_P_Swing_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_SwingFreeze_G2,2,UI_Icon_Skill_P_SwingFreeze,-99999,Ability/Name/Abl_P_SwingFreeze_G2,[Ability/Exp/Abl_P_SwingFreeze_G2;StatusEffect/NameExp/Freeze;-99999],A_P_Swing,None,-99999,MainWeapon,0.5,All_2,0,0,[AblEff_P_SwingFreeze_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_SwingFreeze_G3,3,UI_Icon_Skill_P_SwingFreeze,-99999,Ability/Name/Abl_P_SwingFreeze_G3,[Ability/Exp/Abl_P_SwingFreeze_G3;StatusEffect/NameExp/Freeze;-99999],A_P_Swing,None,-99999,MainWeapon,0.5,All_3,0,0,[AblEff_P_SwingFreeze_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_SwingShield_G2,2,UI_Icon_Skill_P_SwingShield,-99999,Ability/Name/Abl_P_SwingShield_G2,[Ability/Exp/Abl_P_SwingShield_G2;StatusEffect/NameExp/Shield;-99999],A_P_Swing,None,-99999,MainWeapon,0.5,All_2,0,0,[AblEff_P_SwingShield_G2_0;AblEff_P_SwingShield_G2_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_SwingShield_G3,3,UI_Icon_Skill_P_SwingShield,-99999,Ability/Name/Abl_P_SwingShield_G3,[Ability/Exp/Abl_P_SwingShield_G3;StatusEffect/NameExp/Shield;-99999],A_P_Swing,None,-99999,MainWeapon,0.5,All_3,0,0,[AblEff_P_SwingShield_G3_0;AblEff_P_SwingShield_G3_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_PowerSlam_G1,1,UI_Icon_Skill_P_PowerSlam,-99999,Ability/Name/Abl_P_PowerSlam_G1,[Ability/Exp/Abl_P_PowerSlam_G1;-99999;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_1,0,0,[AblEff_P_PowerSlam_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_PowerSlamBurningOil_G2,2,UI_Icon_Skill_P_PowerSlamBurningOil,-99999,Ability/Name/Abl_P_PowerSlamBurningOil_G2,[Ability/Exp/Abl_P_PowerSlamBurningOil_G2;StatusEffect/NameExp/BurningOil;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_2,0,0,[AblEff_P_PowerSlamBurningOil_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_PowerSlamBurningOil_G3,3,UI_Icon_Skill_P_PowerSlamBurningOil,-99999,Ability/Name/Abl_P_PowerSlamBurningOil_G3,[Ability/Exp/Abl_P_PowerSlamBurningOil_G3;StatusEffect/NameExp/BurningOil;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_3,0,0,[AblEff_P_PowerSlamBurningOil_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_PowerSlamCoconutShield_G2,2,UI_Icon_Skill_P_PowerSlamCoconutShield,-99999,Ability/Name/Abl_PowerSlamCoconutShield_G2,[Ability/Exp/Abl_PowerSlamCoconutShield_G2;StatusEffect/NameExp/Shield;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_2,0,0,[AblEff_PowerSlamCoconutShield_G2_0;AblEff_PowerSlamCoconutShield_G2_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_PowerSlamCoconutShield_G3,3,UI_Icon_Skill_P_PowerSlamCoconutShield,-99999,Ability/Name/Abl_PowerSlamCoconutShield_G3,[Ability/Exp/Abl_PowerSlamCoconutShield_G3;StatusEffect/NameExp/Shield;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_3,0,0,[AblEff_PowerSlamCoconutShield_G3_0;AblEff_PowerSlamCoconutShield_G3_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_PowerSlamWide_G2,2,UI_Icon_Skill_P_PowerSlamWide,-99999,Ability/Name/Abl_PowerSlamWide_G2,[Ability/Exp/Abl_PowerSlamWide_G2;-99999;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_2,0,0,[AblEff_PowerSlamWide_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_PowerSlamWide_G3,3,UI_Icon_Skill_P_PowerSlamWide,-99999,Ability/Name/Abl_PowerSlamWide_G3,[Ability/Exp/Abl_PowerSlamWide_G3;-99999;-99999],A_P_PowerSlam,None,-99999,MainWeapon,1.5,Left_3,0,0,[AblEff_PowerSlamWide_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_TeaForkShoot_G1,1,UI_Icon_Skill_P_TeaForkShoot,-99999,Ability/Name/Abl_P_TeaForkShoot_G1,[Ability/Exp/Abl_P_TeaForkShoot_G1;-99999;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_1,0,0,[AblEff_P_TeaForkShoot_G1_0;-99999;AblEff_P_TeaForkShoot_G1_0;-99999;AblEff_P_TeaForkShoot_G1_0;-99999;-99999;-99999;-99999;-99999]
Abl_P_TeaForkShootEnergyDrink_G2,2,UI_Icon_Skill_P_TeaForkShootEnergyDrink,-99999,Ability/Name/Abl_P_TeaForkShootEnergyDrink_G2,[Ability/Exp/Abl_P_TeaForkShootEnergyDrink_G2;StatusEffect/NameExp/EnergyDrink;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_2,0,0,[AblEff_P_TeaForkShootEnergyDrink_G2_0;-99999;AblEff_P_TeaForkShootEnergyDrink_G2_0;-99999;AblEff_P_TeaForkShootEnergyDrink_G2_0;-99999;AblEff_P_TeaForkShootEnergyDrink_G2_1;-99999;-99999;-99999]
Abl_P_TeaForkShootEnergyDrink_G3,3,UI_Icon_Skill_P_TeaForkShootEnergyDrink,-99999,Ability/Name/Abl_P_TeaForkShootEnergyDrink_G3,[Ability/Exp/Abl_P_TeaForkShootEnergyDrink_G3;StatusEffect/NameExp/EnergyDrink;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_3,0,0,[AblEff_P_TeaForkShootEnergyDrink_G3_0;-99999;AblEff_P_TeaForkShootEnergyDrink_G3_0;-99999;AblEff_P_TeaForkShootEnergyDrink_G3_0;-99999;AblEff_P_TeaForkShootEnergyDrink_G3_1;-99999;-99999;-99999]
Abl_P_TeaForkShootFreeze_G2,2,UI_Icon_Skill_P_TeaForkShootFreeze,-99999,Ability/Name/Abl_P_TeaForkShootFreeze_G2,[Ability/Exp/Abl_P_TeaForkShootFreeze_G2;StatusEffect/NameExp/Freeze;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_2,0,0,[AblEff_P_TeaForkShootFreeze_G2_0;-99999;AblEff_P_TeaForkShootFreeze_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_TeaForkShootFreeze_G3,3,UI_Icon_Skill_P_TeaForkShootFreeze,-99999,Ability/Name/Abl_P_TeaForkShootFreeze_G3,[Ability/Exp/Abl_P_TeaForkShootFreeze_G3;StatusEffect/NameExp/Freeze;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_3,0,0,[AblEff_P_TeaForkShootFreeze_G3_0;-99999;AblEff_P_TeaForkShootFreeze_G3_0;-99999;AblEff_P_TeaForkShootFreeze_G3_0;-99999;-99999;-99999;-99999;-99999]
Abl_P_TeaForkShootPlus_G2,2,UI_Icon_Skill_P_TeaForkShoot,UI_Icon_Skill_Plus,Ability/Name/Abl_P_TeaForkShootPlus_G2,[Ability/Exp/Abl_P_TeaForkShootPlus_G2;-99999;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_2,0,0,[AblEff_P_TeaForkShootPlus_G2_0;AblEff_P_TeaForkShootPlus_G2_0;AblEff_P_TeaForkShootPlus_G2_0;AblEff_P_TeaForkShootPlus_G2_0;AblEff_P_TeaForkShootPlus_G2_0;-99999;-99999;-99999;-99999;-99999]
Abl_P_TeaForkShootPlus_G3,3,UI_Icon_Skill_P_TeaForkShoot,UI_Icon_Skill_PlusDouble,Ability/Name/Abl_P_TeaForkShootPlus_G3,[Ability/Exp/Abl_P_TeaForkShootPlus_G3;-99999;-99999],A_P_TeaForkShoot,ItemThrow,item_throw/TeaFork,TeaFork,0.8,Right_3,0,0,[AblEff_P_TeaForkShootPlus_G3_0;AblEff_P_TeaForkShootPlus_G3_0;AblEff_P_TeaForkShootPlus_G3_0;AblEff_P_TeaForkShootPlus_G3_0;AblEff_P_TeaForkShootPlus_G3_0;AblEff_P_TeaForkShootPlus_G3_0;AblEff_P_TeaForkShootPlus_G3_0;-99999;-99999;-99999]
Abl_P_TeaForkDrop_G1,1,UI_Icon_Skill_P_TeaForkDrop,-99999,Ability/Name/Abl_P_TeaForkDrop_G1,[Ability/Exp/Abl_P_TeaForkDrop_G1;-99999;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_1,0,0,[AblEff_P_TeaForkDrop_G1_0;-99999;-99999;AblEff_P_TeaForkDrop_G1_0;-99999;-99999;AblEff_P_TeaForkDrop_G1_0;-99999;AblEff_P_TeaForkDrop_G1_0;-99999]
Abl_P_TeaForkDropMeat_G2,2,UI_Icon_Skill_P_TeaForkDropMeat,-99999,Ability/Name/Abl_P_TeaForkDropMeat_G2,[Ability/Exp/Abl_P_TeaForkDropMeat_G2;StatusEffect/NameExp/Meat;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_2,0,0,[AblEff_P_TeaForkDropMeat_G2_0;-99999;-99999;AblEff_P_TeaForkDropMeat_G2_0;-99999;-99999;AblEff_P_TeaForkDropMeat_G2_0;-99999;AblEff_P_TeaForkDropMeat_G2_0;AblEff_P_TeaForkDropMeat_G2_1]
Abl_P_TeaForkDropMeat_G3,3,UI_Icon_Skill_P_TeaForkDropMeat,-99999,Ability/Name/Abl_P_TeaForkDropMeat_G3,[Ability/Exp/Abl_P_TeaForkDropMeat_G3;StatusEffect/NameExp/Meat;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_3,0,0,[AblEff_P_TeaForkDropMeat_G3_0;AblEff_P_TeaForkDropMeat_G3_0;-99999;AblEff_P_TeaForkDropMeat_G3_0;AblEff_P_TeaForkDropMeat_G3_0;-99999;AblEff_P_TeaForkDropMeat_G3_0;AblEff_P_TeaForkDropMeat_G3_0;-99999;AblEff_P_TeaForkDropMeat_G3_1]
Abl_P_TeaForkDropStickyJam_G2,2,UI_Icon_Skill_P_TeaForkDropStickyJam,-99999,Ability/Name/Abl_P_TeaForkDropStickyJam_G2,[Ability/Exp/Abl_P_TeaForkDropStickyJam_G2;StatusEffect/NameExp/StickyJam;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_2,0,0,[AblEff_P_TeaForkDropStickyJam_G2_0;-99999;-99999;AblEff_P_TeaForkDropStickyJam_G2_0;-99999;-99999;AblEff_P_TeaForkDropStickyJam_G2_0;-99999;-99999;-99999]
Abl_P_TeaForkDropStickyJam_G3,3,UI_Icon_Skill_P_TeaForkDropStickyJam,-99999,Ability/Name/Abl_P_TeaForkDropStickyJam_G3,[Ability/Exp/Abl_P_TeaForkDropStickyJam_G3;StatusEffect/NameExp/StickyJam;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_3,0,0,[AblEff_P_TeaForkDropStickyJam_G3_0;-99999;AblEff_P_TeaForkDropStickyJam_G3_0;-99999;AblEff_P_TeaForkDropStickyJam_G3_0;-99999;AblEff_P_TeaForkDropStickyJam_G3_0;-99999;AblEff_P_TeaForkDropStickyJam_G3_0;-99999]
Abl_P_TeaForkDropMintCandy_G2,2,UI_Icon_Skill_P_TeaForkDropMintCandy,-99999,Ability/Name/Abl_P_TeaForkDropMintCandy_G2,[Ability/Exp/Abl_P_TeaForkDropMintCandy_G2;StatusEffect/NameExp/MintCandy;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_2,0,0,[AblEff_P_TeaForkDropMintCandy_G2_0;-99999;-99999;AblEff_P_TeaForkDropMintCandy_G2_0;-99999;-99999;AblEff_P_TeaForkDropMintCandy_G2_0;-99999;AblEff_P_TeaForkDropMintCandy_G2_0;AblEff_P_TeaForkDropMintCandy_G2_1]
Abl_P_TeaForkDropMintCandy_G3,3,UI_Icon_Skill_P_TeaForkDropMintCandy,-99999,Ability/Name/Abl_P_TeaForkDropMintCandy_G3,[Ability/Exp/Abl_P_TeaForkDropMintCandy_G3;StatusEffect/NameExp/MintCandy;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_3,0,0,[AblEff_P_TeaForkDropMintCandy_G3_0;AblEff_P_TeaForkDropMintCandy_G3_0;-99999;AblEff_P_TeaForkDropMintCandy_G3_0;AblEff_P_TeaForkDropMintCandy_G3_0;-99999;AblEff_P_TeaForkDropMintCandy_G3_0;AblEff_P_TeaForkDropMintCandy_G3_0;-99999;AblEff_P_TeaForkDropMintCandy_G3_1]
Abl_P_TeaForkDropPlus_G2,2,UI_Icon_Skill_P_TeaForkDropPlus,UI_Icon_Skill_Plus,Ability/Name/Abl_P_TeaForkDropPlus_G2,[Ability/Exp/Abl_P_TeaForkDropPlus_G2;-99999;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_2,0,0,[AblEff_P_TeaForkDropPlus_G2_0;AblEff_P_TeaForkDropPlus_G2_0;-99999;AblEff_P_TeaForkDropPlus_G2_0;AblEff_P_TeaForkDropPlus_G2_0;-99999;AblEff_P_TeaForkDropPlus_G2_0;AblEff_P_TeaForkDropPlus_G2_0;AblEff_P_TeaForkDropPlus_G2_0;-99999]
Abl_P_TeaForkDropPlus_G3,3,UI_Icon_Skill_P_TeaForkDropPlus,UI_Icon_Skill_PlusDouble,Ability/Name/Abl_P_TeaForkDropPlus_G3,[Ability/Exp/Abl_P_TeaForkDropPlus_G3;-99999;-99999],A_P_TeaForkDrop,ItemThrow,item_throw/TeaFork,TeaFork,1.333,Left_3,0,0,[AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0;AblEff_P_TeaForkDropPlus_G3_0]
Abl_P_JamBottle_G1,1,UI_Icon_Skill_P_JamBottle,-99999,Ability/Name/Abl_P_JamBottle_G1,[Ability/Exp/Abl_P_JamBottle_G1;StatusEffect/NameExp/StickyJam;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Right_1,0,0,[AblEff_P_JamBottle_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_JamBottle_G2,2,UI_Icon_Skill_P_JamBottle,-99999,Ability/Name/Abl_P_JamBottle_G2,[Ability/Exp/Abl_P_JamBottle_G2;StatusEffect/NameExp/StickyJam;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Right_2,0,0,[AblEff_P_JamBottle_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_JamBottle_G3,3,UI_Icon_Skill_P_JamBottle,-99999,Ability/Name/Abl_P_JamBottle_G3,[Ability/Exp/Abl_P_JamBottle_G3;StatusEffect/NameExp/StickyJam;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Right_3,0,0,[AblEff_P_JamBottle_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_JamBottleCoconutShield_G2,2,UI_Icon_Skill_P_JamBottleCoconutShield,-99999,Ability/Name/Abl_P_JamBottleCoconutShield_G2,[Ability/Exp/Abl_P_JamBottleCoconutShield_G2;StatusEffect/NameExp/StickyJam;StatusEffect/NameExp/Shield],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Right_2,0,0,[AblEff_P_JamBottleCoconutShield_G2_0;AblEff_P_JamBottleCoconutShield_G2_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_JamBottleCoconutShield_G3,3,UI_Icon_Skill_P_JamBottleCoconutShield,-99999,Ability/Name/Abl_P_JamBottleCoconutShield_G3,[Ability/Exp/Abl_P_JamBottleCoconutShield_G3;StatusEffect/NameExp/StickyJam;StatusEffect/NameExp/Shield],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Right_3,0,0,[AblEff_P_JamBottleCoconutShield_G3_0;AblEff_P_JamBottleCoconutShield_G3_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_FireBottle_G1,1,UI_Icon_Skill_P_FireBottle,-99999,Ability/Name/Abl_P_FireBottle_G1,[Ability/Exp/Abl_P_FireBottle_G1;StatusEffect/NameExp/BurningOil;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Left_1,0,0,[AblEff_P_FireBottle_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
