group,key,English,Korean,중복 체크
Shop,RandomBox/Card/HighQuality/Description,<color=#0ABC06>Great</color><c> <color=#00BAFF>Rare</color><c> <color=#BC5BE9>Epic</color> equipment included,<color=#0ABC06>우수</color><c> <color=#00BAFF>희귀</color><c> <color=#BC5BE9>에픽</color> 장비 포함,-99999
Shop,Section/RandomBox/Legendary/Name,Event Equipment Boxes,이벤트 장비 상자,-99999
Shop,Section/RandomBox/SupplyAndHighQuality/Name,Equipment Boxes,장비 상자,-99999
Shop,RandomBox/Card/Supply/Ceiling,Get <color=#0ABC06>Great</color> equipment in {[value]} open(s)!,<color=#F4B900>{[value]}</color>회 내에 <color=#0ABC06>우수</color> 장비 획득!,-99999
Shop,RandomBox/Card/HighQuality/Ceiling,Get <color=#BC5BE9>Epic</color> equipment in {[value]} open(s)!,<color=#F4B900>{[value]}</color>회 내에 <color=#BC5BE9>에픽</color> 장비 획득!,-99999
Shop,RandomBox/Card/Legendary/Ceiling,Get <color=#BC5BE9>Epic</color> equipment in {[value]} open(s)!,<color=#F4B900>{[value]}</color>회 내에 <color=#BC5BE9>에픽</color> 장비 획득!,-99999
Popup,StageUI/Result/Clear,Clear,성공,-99999
Popup,StageUI/Result/Fail,Fail,실패,-99999
Popup,StageUI/Result/Replay,Replay,다시하기,-99999
Popup,StageUI/Pause/Resume,Resume,계속하기,-99999
Popup,StageUI/Pause/ExitBattle,Exit,나가기,-99999
Popup,StageUI/Result/Ok,OK,확인,-99999
Popup,EquipmentInfo/Name/Level,Level,레벨,-99999
Popup,EquipmentInfo/Name/Type,Type,유형,-99999
Popup,EquipmentInfo/Name/BasicStat,Basic Stat,기본 속성,-99999
Popup,EquipmentInfo/Name/EquipSkill,Equip Skill,장비 스킬,-99999
Popup,EquipmentInfo/Button/LevelUp,Enhance,강화,-99999
Popup,EquipmentInfo/Button/Equip,Equip,장착,-99999
Popup,EquipmentInfo/Button/UnEquip,Remove,해제,-99999
Popup,EquipmentInfo/Button/BatchLevelUp,Quick<br>Enhance,일괄 강화,-99999
Popup,ItemObtainedPopup,Obtained Item!,아이템 획득!,-99999
Popup,EquipmentInfo/ReachMaxLevel,Reached max level,최대 레벨에 도달했습니다,-99999
Popup,AnnouncePopup/Desc/NoReturnStamina,Ending the battle won't return the stamina you've already consumed. Are you sure you want to end it?,전투를 종료해도 이미 소모한 스태미나는 반환되지 않습니다. 정말 종료하시겠습니까?,-99999
FloatingText,Critical,<sprite name=Damage_Critical> <color=#ff6f16>Critical! {[value]}</color>,<sprite name=Damage_Critical> <color=#ff6f16>치명타! {[value]}</color>,-99999
FloatingText,Evasion,<sprite name=Status_Boots> Evasion!,<sprite name=Status_Boots> 회피!,-99999
FloatingText,Shield,<sprite name=Status_CoconutShield> Block!,<sprite name=Status_CoconutShield> 막기!,-99999
FloatingText,Heal,<sprite name=Status_Meat> <color=#73e312>{[value]} Healed </color>,<sprite name=Status_Meat> <color=#73e312>회복 +{[value]} </color>,-99999
FloatingText,Damage,<color=#ff6f16>{[value]}</color>,<color=#ff6f16>{[value]}</color>,-99999
FloatingText,MintCandy,<sprite name=Status_MintCandy> Debuff Removed!,<sprite name=Status_MintCandy> 디버프 제거!,-99999
StatusEffect,Name/Freeze,<sprite name=Status_Freeze><color=#00baff>Freeze</color>,<sprite name=Status_Freeze><color=#00baff>동결</color>,-99999
StatusEffect,Name/BurningOil,<sprite name=Status_Flame><color=#ff6f16>Burning Oil</color>,<sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color>,-99999
StatusEffect,Name/StickyJam,<sprite name=Status_Jam><color=#ffd900>Sticky Jam</color>,<sprite name=Status_Jam><color=#ffd900>끈적이는 잼</color>,-99999
StatusEffect,Name/Kettle,<sprite name=Status_Kettle><color=#f4b900>Kettle</color>,<sprite name=Status_Kettle><color=#f4b900>주전자 </color>,-99999
StatusEffect,Name/Chili,<sprite name=Status_BombChili><color=#ff6f16>Hot Chili</color>,<sprite name=Status_BombChili><color=#ff6f16>핫 칠리</color>,-99999
StatusEffect,Name/BombChili,<sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color>,<sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color>,-99999
StatusEffect,Name/Shield,<sprite name=Status_CoconutShield><color=#ffd900>Coconut Shield</color>,<sprite name=Status_CoconutShield><color=#ffd900>코코넛 쉴드</color>,-99999
StatusEffect,Name/EnergyDrink,<sprite name=Status_EnergyDrink><color=#ffd900>Energy Drink</color>,<sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color>,-99999
StatusEffect,Name/Meat,<sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color>,<sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color>,-99999
StatusEffect,Name/MintCandy,<sprite name=Status_MintCandy><color=#00baff>Mint Candy</color>,<sprite name=Status_MintCandy><color=#00baff>민트 사탕</color>,-99999
StatusEffect,Name/KitchenKnife,<sprite name=Status_Knife><color=#ff6f16>Kitchen Knife</color>,<sprite name=Status_Knife><color=#ff6f16>식칼</color>,-99999
StatusEffect,Name/CookingTimer,<sprite name=Status_CookingTimer><color=#00baff>Cooking Timer</color>,<sprite name=Status_CookingTimer><color=#00baff>쿠킹 타이머</color>,-99999
StatusEffect,Name/PepperShaker,<sprite name=Status_PepperShaker><color=#ff6f16>Pepper Shaker</color>,<sprite name=Status_PepperShaker><color=#ff6f16>후추 통</color>,-99999
StatusEffect,Name/Tomato,<sprite name=Status_Tomato><color=#73e312>Tomato</color>,<sprite name=Status_Tomato><color=#73e312>토마토</color>,-99999
StatusEffect,Name/Apron,<sprite name=Status_Apron><color=#ff6f16>Apron</color>,<sprite name=Status_Apron><color=#ff6f16>앞치마</color>,-99999
StatusEffect,Name/CookingHat,<sprite name=Status_CookingHat><color=#00baff>CookingHat</color>,<sprite name=Status_CookingHat><color=#00baff>요리 모자</color>,-99999
StatusEffect,Name/Boots,<sprite name=Status_Boots><color=#00baff>Boots</color>,<sprite name=Status_Boots><color=#00baff>장화</color>,-99999
StatusEffect,Exp/Freeze,Freezes enemies<c> stopping their actions.,적을 얼려서 행동을 멈추게 함,-99999
StatusEffect,Exp/BurningOil,Continuously damages enemies,적에게 지속적 피해를 줌,-99999
StatusEffect,Exp/StickyJam,Reduces enemy movement speed and attack power,적의 행동 속력과 공격력을 감소시킴,-99999
StatusEffect,Exp/Kettle,Deal damage to enemies,적에게 피해를 줌,-99999
StatusEffect,Exp/Chili,Next hit damage +100%,다음 타격의 피해량 100% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,Exp/BombChili,On the next hit<c> the bomb chili explodes<c> dealing the same damage once more.,다음 타격을 할 때<c> 폭탄 칠리가 터져서 동일한 피해를 한번 더 줌,-99999
StatusEffect,Exp/Shield,Blocks half damage when hit,타격 당했을 때 피해의 절반을 막음,-99999
StatusEffect,Exp/EnergyDrink,One skill's action speed increases,스킬 하나의 행동 속력이 빨라짐,-99999
StatusEffect,Exp/Meat,Restores health,체력을 회복함,-99999
StatusEffect,Exp/MintCandy,Removes or prevents debuffs,디버프를 제거하거나 방지함,-99999
StatusEffect,Exp/KitchenKnife,<color=#ff6f16>Attack Power</color> 10% <sprite name=UI_Arrow_Up>,<color=#ff6f16>공격력</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,Exp/CookingTimer,<color=#00baff>Attack Speed</color> 10% <sprite name=UI_Arrow_Up>,<color=#00baff>공격 속도</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,Exp/PepperShaker,<color=#ff6f16>Critical HIt Chance</color> 10% <sprite name=UI_Arrow_Up>,<color=#ff6f16>치명타 확률</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,Exp/Tomato,<color=#73e312>Max Health</color> 10% <sprite name=UI_Arrow_Up>,<color=#73e312>최대 체력</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,Exp/Apron,<color=#ff6f16>Damage Taken</color> 10% <sprite name=UI_Arrow_Down>,<color=#ff6f16>받는 피해량</color> 10% <sprite name=UI_Arrow_Down>,-99999
StatusEffect,Exp/CookingHat,<color=#00baff>Debuff Resistance</color> 10% <sprite name=UI_Arrow_Up>,<color=#00baff>디버프 저항</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,Exp/Boots,<color=#00baff>Evasion Chance</color> 10% <sprite name=UI_Arrow_Up>,<color=#00baff>회피 확률</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/Freeze,<sprite name=Status_Freeze><color=#00baff>Freeze</color>: Freezes enemies<c> stopping their actions.,<sprite name=Status_Freeze><color=#00baff>동결</color> : 적을 얼려서 행동을 멈추게 함,-99999
StatusEffect,NameExp/BurningOil,<sprite name=Status_Flame><color=#ff6f16>Burning Oil</color>: Continuously damages enemies,<sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color> : 적에게 지속적 피해를 줌,-99999
StatusEffect,NameExp/StickyJam,<sprite name=Status_Jam><color=#ffd900>Sticky Jam</color>: Reduces enemy movement speed and attack power,<sprite name=Status_Jam><color=#ffd900>끈적이는 잼</color> : 적의 행동 속력과 공격력을 감소시킴,-99999
StatusEffect,NameExp/Kettle,<sprite name=Status_Kettle><color=#f4b900>Kettle</color>: Deal damage to enemies,<sprite name=Status_Kettle><color=#f4b900>주전자 </color> : 적에게 피해를 줌,-99999
StatusEffect,NameExp/Chili,<sprite name=Status_BombChili><color=#ff6f16>Hot Chili</color>: Next hit damage +100%,<sprite name=Status_BombChili><color=#ff6f16>핫 칠리</color> : 다음 타격의 피해량 100% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/BombChili,<sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color>: On the next hit<c> the bomb chili explodes<c> dealing the same damage once more.,<sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> : 다음 타격을 할 때<c> 폭탄 칠리가 터져서 동일한 피해를 한번 더 줌,-99999
StatusEffect,NameExp/Shield,<sprite name=Status_CoconutShield><color=#ffd900>Coconut Shield</color>: Blocks half damage when hit,<sprite name=Status_CoconutShield><color=#ffd900>코코넛 쉴드</color> : 타격 당했을 때 피해의 절반을 막음,-99999
StatusEffect,NameExp/EnergyDrink,<sprite name=Status_EnergyDrink><color=#ffd900>Energy Drink</color>: One skill's action speed increases,<sprite name=Status_EnergyDrink><color=#ffd900>에너지 드링크</color> : 스킬 하나의 행동 속력이 빨라짐,-99999
StatusEffect,NameExp/Meat,<sprite name=Status_Meat><color=#ffd900>Well-cooked Meat</color>: Restores health,<sprite name=Status_Meat><color=#ffd900>잘 구운 고기</color> : 체력을 회복함,-99999
StatusEffect,NameExp/MintCandy,<sprite name=Status_MintCandy><color=#00baff>Mint Candy</color>: Removes or prevents debuffs,<sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> : 디버프를 제거하거나 방지함,-99999
StatusEffect,NameExp/KitchenKnife,<sprite name=Status_Knife><color=#ff6f16>Kitchen Knife</color>: <color=#ff6f16>Attack Power</color> 10% <sprite name=UI_Arrow_Up>,<sprite name=Status_Knife><color=#ff6f16>식칼</color> : <color=#ff6f16>공격력</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/CookingTimer,<sprite name=Status_CookingTimer><color=#00baff>Cooking Timer</color>: <color=#00baff>Attack Speed</color> 10% <sprite name=UI_Arrow_Up>,<sprite name=Status_CookingTimer><color=#00baff>쿠킹 타이머</color> : <color=#00baff>공격 속도</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/PepperShaker,<sprite name=Status_PepperShaker><color=#ff6f16>Pepper Shaker</color>: <color=#ff6f16>Critical HIt Chance</color> 10% <sprite name=UI_Arrow_Up>,<sprite name=Status_PepperShaker><color=#ff6f16>후추 통</color> : <color=#ff6f16>치명타 확률</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/Tomato,<sprite name=Status_Tomato><color=#73e312>Tomato</color>: <color=#73e312>Max Health</color> 10% <sprite name=UI_Arrow_Up>,<sprite name=Status_Tomato><color=#73e312>토마토</color> : <color=#73e312>최대 체력</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/Apron,<sprite name=Status_Apron><color=#ff6f16>Apron</color>: <color=#ff6f16>Damage Taken</color> 10% <sprite name=UI_Arrow_Down>,<sprite name=Status_Apron><color=#ff6f16>앞치마</color> : <color=#ff6f16>받는 피해량</color> 10% <sprite name=UI_Arrow_Down>,-99999
StatusEffect,NameExp/CookingHat,<sprite name=Status_CookingHat><color=#00baff>CookingHat</color>: <color=#00baff>Debuff Resistance</color> 10% <sprite name=UI_Arrow_Up>,<sprite name=Status_CookingHat><color=#00baff>요리 모자</color> : <color=#00baff>디버프 저항</color> 10% <sprite name=UI_Arrow_Up>,-99999
StatusEffect,NameExp/Boots,<sprite name=Status_Boots><color=#00baff>Boots</color>: <color=#00baff>Evasion Chance</color> 10% <sprite name=UI_Arrow_Up>,<sprite name=Status_Boots><color=#00baff>장화</color> : <color=#00baff>회피 확률</color> 10% <sprite name=UI_Arrow_Up>,-99999
AbilityType,NameExp/MainWeapon,<sprite name=Skill_MainWeapon><color=#5c482f>Melee</color>: Hits the enemy in front with melee attack<c> dealing significant damage.,<sprite name=Skill_MainWeapon><color=#5c482f>근접</color> : 가장 앞의 적을 근접로 타격해서 큰 피해를 줌.,-99999
AbilityType,NameExp/Teafork,<sprite name=Skill_Teafork><color=#5c482f>Tea Fork</color>: Fires Tea Fork at multiple random enemies<c> dealing damage.,<sprite name=Skill_Teafork><color=#5c482f>티 포크</color> : 랜덤한 다수의 적에게 티 포크를 연사해서 피해를 줌.,-99999
AbilityType,NameExp/Jar,<sprite name=Skill_Jar><color=#5c482f>Bottle</color>: Throws bottles at multiple enemies<c> dealing damage and debuffing them,<sprite name=Skill_Jar><color=#5c482f>병</color> : 다수의 적에게 병을 던져서 피해를 주고 디버프를 걺,-99999
AbilityType,NameExp/Snack,<sprite name=Skill_Snack><color=#5c482f>Snack</color>: Grants various buff effects to yourself,<sprite name=Skill_Snack><color=#5c482f>간식</color> : 자신에게 다양한 버프 효과를 부여함,-99999
AbilityType,NameExp/HotSauce,<sprite name=Skill_Teafork><color=#5c482f>Hot Sauce</color>: Breathes fire<c> dealing damage to multiple enemies,<sprite name=Skill_Teafork><color=#5c482f>핫 소스</color>: 불을 내뿜어 다수의 적에게 피해를 줌,-99999
AbilityType,NameExp/Passive,<sprite name=Skill_Passive><color=#5c482f>Passive</color>: Strengthens yourself and your skills in various ways,<sprite name=Skill_Passive><color=#5c482f>패시브</color> : 자신과 스킬을 다양한 형태로 강화함,-99999
Ability,Name/Abl_P_BasicAttack_G0,Basic attack,기본 공격,-99999
Ability,Name/Abl_P_LeapAttack_G1,<sprite name=Skill_MainWeapon>Leap attack,<sprite name=Skill_MainWeapon>도약 공격,-99999
Ability,Name/Abl_P_LeapAttackWide_G2,<sprite name=Skill_MainWeapon>Wide leap attack,<sprite name=Skill_MainWeapon>광역 도약 공격,-99999
Ability,Name/Abl_P_LeapAttackWide_G3,<sprite name=Skill_MainWeapon>Powerful wide leap attack,<sprite name=Skill_MainWeapon>강력한 광역 도약 공격,-99999
Ability,Name/Abl_P_LeapAttackChili_G2,<sprite name=Skill_MainWeapon>Spicy leap attack,<sprite name=Skill_MainWeapon>매콤한 도약 공격,-99999
Ability,Name/Abl_P_LeapAttackChili_G3,<sprite name=Skill_MainWeapon>Extra spicy leap attack,<sprite name=Skill_MainWeapon>더욱 매콤한 도약 공격,-99999
Ability,Name/Abl_P_LeapAttackBurningOil_G2,<sprite name=Skill_MainWeapon>Flame leap attack,<sprite name=Skill_MainWeapon>화염 도약 공격,-99999
Ability,Name/Abl_P_LeapAttackBurningOil_G3,<sprite name=Skill_MainWeapon>Wild flame leap attack+,<sprite name=Skill_MainWeapon>사나운 화염 도약 공격,-99999
Ability,Name/Abl_P_Swing_G1,<sprite name=Skill_MainWeapon>Swing,<sprite name=Skill_MainWeapon>휘두르기,-99999
Ability,Name/Abl_P_SwingFreeze_G2,<sprite name=Skill_MainWeapon>Freeze swing,<sprite name=Skill_MainWeapon>동결 휘두르기,-99999
Ability,Name/Abl_P_SwingFreeze_G3,<sprite name=Skill_MainWeapon>Instant freeze swing,<sprite name=Skill_MainWeapon>즉석 냉동 휘두르기,-99999
Ability,Name/Abl_P_SwingShield_G2,<sprite name=Skill_MainWeapon>Swing & block,<sprite name=Skill_MainWeapon>휘두르고 막기,-99999
